LAYOUTID,PAYOR,PAYORID,DATATYPE,PUCHCHARFLAG,OPTIONALLY,SKIPROW,TRAILERSKIP,ENTRYDATE,USERLOG,SHORTPAYOR,ACTIVEFLAG,DATEUPDATED,MANUALFLAG,CTLTYPE,LAYOUT_STATUS,VERIFIED,CHARACTERSET,MANUALOVERRIDEREASON,ICD10FLAG,APPROVECOLUMN,DP_CHECKS_INFO,DATADICTIONARYUPLOADED,UPDATEDBY
1178,SOUTHWEST AIRLINES,P2535,ELIGIBILITIES,N,N,0,0,15.12.2014 03:11:24,Gyan K G M,SOAL,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1181,CONNER STRONG,P4365,CLAIMS,Y,N,0,0,15.12.2014 03:51:18,Nirmal Maharjan,CSTR,Y,15.12.2014 07:57:51,N,,WORKING,Y,US7ASCII,,,,,,
1233,UNITED HEALTH CARE (UHC),P0970,RXCLAIMS,Y,N,1,0,19.12.2014 06:42:41,Anand Godar,UHC,Y,16.03.2015 07:15:44,N,,FINALIZED,Y,US7ASCII,,,,,,
1229,H&H,P4015,BIOMETRICS,N,Y,1,0,18.12.2014 04:36:11,Shiva Bhusal,HNH,Y,31.03.2015 05:04:23,N,,FINALIZED,Y,US7ASCII,,,,,,
1230,HEALTH ALLIANCE PLAN(HAP),P3090,HRA,N,N,1,0,18.12.2014 04:44:57,Dinesh Khadka,HAP,Y,18.12.2014 23:50:32,N,,FINALIZED,Y,US7ASCII,,,,,,
1234,HEALTH ALLIANCE PLAN(HAP),P3090,HRA,N,N,1,0,19.12.2014 11:20:56,Neeta Dangol,HAP,Y,,N,,WORKING,N,US7ASCII,,,,,,
1235,LUMINIX,P0800,DATA DICTIONARY,N,N,1,0,22.12.2014 00:16:15,Binesh sah,LUMX,Y,22.12.2014 00:30:10,N,,FINALIZED,N,US7ASCII,,,,,,
1244,BCBS SC,P0430,RXCLAIMS,N,N,0,0,23.12.2014 00:04:47,Adesh Shrestha,BCSC,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1382,WYOMING HEALTH SOLUTIONS,P2965,OTHER,N,N,1,0,07.01.2015 11:59:50,Adesh Shrestha,WHSO,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1257,BCBS AL,P0180,PROVIDER,N,N,0,0,29.12.2014 05:03:51,Adesh Shrestha,BCAL,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1281,BCBS KS,P0300,CLAIMS,N,N,0,1,31.12.2014 00:12:02,Adesh Shrestha,BCKS,Y,15.08.2017 00:46:53,N,,FINALIZED,Y,US7ASCII,,Y,,,,Rammadi Neupane
1279,EXPRESS SCRIPT (ESI),P1070,RXCLAIMS,Y,N,0,0,30.12.2014 23:26:51,Adesh Shrestha,ESI,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1282,CORESOURCE,P0540,CLAIMS,Y,N,0,0,31.12.2014 00:21:49,Randhir Singh,ECMS,Y,27.01.2015 00:58:24,N,,FINALIZED,Y,US7ASCII,,,,,,
1284,MORNEAU SHEPELL,P3075,ELIGIBILITIES,N,Y,1,0,31.12.2014 01:11:44,Aadesh,MOSH,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1290,AETNA,P0010,CLAIMS,N,N,0,0,31.12.2014 03:26:04,Bina Prajapati,ATNA,Y,,N,,FINALIZED,N,US7ASCII,,Y,,,,
1286,CATAMARAN,P2715,RXCLAIMS,Y,N,0,0,31.12.2014 03:03:23,Aashish Dhungana,CATM,Y,07.01.2015 03:29:53,N,,FINALIZED,N,US7ASCII,,,,,,
1287,UNKNOWN,P0000,ELIGIBILITIES,N,N,1,0,31.12.2014 03:03:42,Binesh sah,UNKN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1288,BCBS TX,P0450,BIOMETRICS,N,N,1,5,31.12.2014 03:06:40,Bina Prajapati,BCTX,Y,01.01.2015 23:29:36,N,,FINALIZED,N,US7ASCII,,,,,,
1289,UNKNOWN,P0000,CLAIMS,N,N,1,0,31.12.2014 03:22:13,Binesh sah,UNKN,Y,,N,,FINALIZED,N,US7ASCII,,N,,,,
1291,UNKNOWN,P0000,PROVIDER,N,N,1,0,31.12.2014 03:31:49,Binesh sah,UNKN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1292,UNKNOWN,P0000,RXCLAIMS,N,N,1,0,31.12.2014 03:41:28,Binesh sah,UNKN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1293,EXPRESS SCRIPT (ESI),P1070,RXCLAIMS,N,N,1,0,31.12.2014 03:52:12,Ayam Pokhrel,ESI,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1294,PROVIEW,P4050,HRA,N,Y,1,0,31.12.2014 06:15:43,Kripa Karmacharya,PRVW,Y,26.03.2015 05:39:48,N,,FINALIZED,N,US7ASCII,,,,,,
1295,PINNACLE,P2180,CLAIMS,N,N,0,1,31.12.2014 07:33:25,Adesh Shrestha,PNCL,Y,21.03.2015 05:45:41,N,,FINALIZED,N,US7ASCII,,N,,,,
1296,PINNACLE,P2180,RXCLAIMS,N,N,0,0,31.12.2014 07:35:42,Adesh Shrestha,PNCL,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1297,REGENCE,P2210,CLAIMS,N,N,0,0,01.01.2015 22:42:27,Aadesh,RGNC,Y,,N,,FINALIZED,N,US7ASCII,,N,,,,
1298,REGENCE,P2210,RXCLAIMS,N,N,0,0,01.01.2015 22:48:28,Aadesh,RGNC,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1319,BCBS KC,P0290,CLAIMS,N,Y,0,0,05.01.2015 03:31:29,Shashwat Sapkota,BCKC,Y,27.03.2015 02:05:56,N,,FINALIZED,Y,US7ASCII,,,,,,
1320,BCBS KC,P0290,CLAIMS,N,Y,0,0,05.01.2015 03:34:38,Shashwat Sapkota,BCKC,Y,27.03.2015 02:06:15,N,,FINALIZED,Y,US7ASCII,,,,,,
1321,HPI,P0680,CLAIMS,N,N,0,0,05.01.2015 03:47:14,Ayam Pokhrel,HPI,Y,,N,,FINALIZED,N,US7ASCII,,N,,,,
1374,FMH,P0630,OTHER,N,Y,1,0,07.01.2015 06:06:39,Binesh sah,FMH,Y,24.03.2015 01:25:28,N,,FINALIZED,N,US7ASCII,,,,,,
1375,CONNECTICARE,P2810,ELIGIBILITIES,N,N,0,0,07.01.2015 06:17:01,Aashish Dhungana,CONN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1381,WYOMING HEALTH SOLUTIONS,P2965,OTHER,N,N,1,0,07.01.2015 11:46:23,Adesh Shrestha,WHSO,Y,,Y,,FINALIZED,N,US7ASCII,,,,,,
1384,COVENTRY,P0550,RXCLAIMS,N,N,0,0,07.01.2015 17:47:50,Adesh Shrestha,COVN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1392,BCBS TN,P0160,RXCLAIMS,N,N,0,0,07.01.2015 23:41:17,Adesh Shrestha,BCTN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1438,CIGNA HEALTHCARE,P0520,ELIGIBILITIES,N,Y,1,0,15.01.2015 04:15:27,Biplab Pokhrel,CGNA,Y,27.12.2016 06:53:37,N,,FINALIZED,Y,US7ASCII,,,,,,Elisha Maharjan
1460,HIGHMARK BLUE CROSS,P0660,HRA,N,N,0,0,19.01.2015 23:02:11,Aadesh Neupane,HMRK,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1459,HIGHMARK BLUE CROSS,P0660,HRA,N,N,0,0,19.01.2015 22:39:32,Aadesh Neupane,HMRK,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1461,HIGHMARK BLUE CROSS,P0660,OTHER,N,N,0,0,19.01.2015 23:28:15,Aadesh Neupane,HMRK,Y,25.09.2017 07:53:06,N,,FINALIZED,Y,US7ASCII,,,,,,Sameer Tuladhar
1462,HIGHMARK BLUE CROSS,P0660,OTHER,N,N,0,0,19.01.2015 23:42:23,Aadesh Neupane,HMRK,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1463,HIGHMARK BLUE CROSS,P0660,OTHER,N,N,0,0,19.01.2015 23:55:21,Aadesh Neupane,HMRK,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1512,UNKNOWN,P0000,CONTROL TOTAL,Y,N,1,,01.12.2015 00:00:01,Aadesh Neupane,UNKN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1503,EXCELLUS BCBS,P0240,CONTROL TOTAL,N,N,0,,01.12.2015 00:00:01,Aashish Dhungana,EXBC,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1511,AMWINS,P2595,RXCLAIMS,N,Y,1,0,23.01.2015 05:59:15,Ayam Pokhrel,AMWS,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1513,CIGNA HEALTHCARE,P0520,CLAIMS,N,N,1,0,23.01.2015 06:58:27,Paurakh Thapa,CGNA,Y,05.02.2015 02:37:04,N,,WORKING,Y,US7ASCII,,N,,,,
1514,CIGNA HEALTHCARE,P0520,RXCLAIMS,N,N,1,0,23.01.2015 07:06:57,Paurakh Thapa,CGNA,Y,05.02.2015 03:36:18,N,,FINALIZED,Y,US7ASCII,,,,,,
1515,NMHC,P2600,RXCLAIMS,N,N,0,0,23.01.2015 07:44:21,Ayam Pokhrel,NMHC,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1516,AONHEWITT,P4377,ELIGIBILITIES,N,N,0,0,23.01.2015 16:49:20,Neeta Dangol,AONH,Y,,N,,FINALIZED,N,UTF8,"Changing the charset to UTF8 from ascii. Will be reverted to normal layout, as this is to support production and not a permanant fix.",,,,,
1517,UNKNOWN,P0000,CONTROL TOTAL,N,N,0,,01.12.2015 00:00:01,Ayam Pokhrel,UNKN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1571,TRUSTMARK,P2580,PROVIDER,N,N,0,0,28.01.2015 03:50:56,Puspa Bista,TRMK,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1572,CENTERS FOR MEDICARE & MEDICAID SERVICES (CMS),P2215,CONTROL TOTAL,N,N,1,,01.12.2015 00:00:01,Aadesh Neupane,CMS,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1573,TRUSTMARK,P2580,CLAIMS,Y,N,1,0,28.01.2015 04:05:53,Puspa Bista,TRMK,Y,,N,,FINALIZED,N,US7ASCII,,N,,,,
1574,BCBS IL,P0280,CONTROL TOTAL,N,N,0,,01.12.2015 00:00:01,Aadesh Neupane,BCIL,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1582,PHPNI,P2765,OTHER,N,N,0,0,28.01.2015 05:31:32,Sagar Sharma,PHPN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1641,DELTA DENTAL,P0580,ELIGIBILITIES,N,N,0,0,03.02.2015 06:23:48,Adesh Shrestha,DLTA,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1631,TUFTS HEALTH,P0960,PROVIDER,N,N,0,0,02.02.2015 05:17:48,Dinesh Khadka,THLT,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1643,AON,P4075,OTHER,N,N,0,0,03.02.2015 06:37:09,Bina Prajapati,AON,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
1663,KAISER HEALTH,P0770,RXCLAIMS,N,N,0,0,04.02.2015 11:14:26,Adesh Shrestha,KSRH,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1723,TRUSTMARK,P2580,ELIGIBILITIES,N,N,0,0,13.02.2015 04:43:35,Puspa Bista,TRMK,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1664,HUMANA,P0710,CROSSWALK,N,N,1,0,04.02.2015 22:46:31,Dinesh Khadka,HMNA,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1647,BCBS HI HMSA,P4395,RXCLAIMS,N,N,0,0,03.02.2015 07:34:32,Bina Prajapati,HIHM,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1665,HUMANA,P0710,CROSSWALK,N,Y,1,0,04.02.2015 23:28:05,Dinesh Khadka,HMNA,Y,22.06.2015 05:45:48,N,,FINALIZED,N,US7ASCII,,,,,,
1800,ALLEGIANCE HEALTH,P0040,CROSSWALK,N,Y,1,0,06.03.2015 00:41:26,Anand Godar,ALEH,Y,27.08.2015 04:11:19,N,,FINALIZED,N,US7ASCII,,,,,,
1720,PHPNI,P2765,ELIGIBILITIES,N,N,0,0,13.02.2015 00:28:24,Puspa Bista,PHPN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1667,BCBS IL,P0280,CLAIMS,N,N,0,0,05.02.2015 01:28:44,Dinesh Khadka,BCIL,Y,05.02.2015 05:13:47,N,,FINALIZED,N,US7ASCII,,,,,,
1672,ENVISION,P1110,RXCLAIMS,N,N,0,0,05.02.2015 05:18:20,Bina Prajapati,EVSN,Y,13.02.2015 01:23:26,N,,FINALIZED,Y,US7ASCII,,,,,,
1721,CIGNA FULLY INSURED,P3020,CROSSWALK,N,Y,2,0,13.02.2015 00:30:18,Nimesh Pudasaini,CIFI,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1747,DEANHEALTH,P2255,RXCLAIMS,N,N,1,0,24.02.2015 00:34:40,Anurag Pradhan,DHLT,Y,,N,,WORKING,N,US7ASCII,,,,,,
1788,UNKNOWN,P0000,CONTROL TOTAL,N,N,0,,01.12.2015 00:00:01,Puspa Bista,UNKN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1760,UNITED HEALTH CARE (UHC),P0970,CONTROL TOTAL,N,N,0,,01.12.2015 00:00:01,Aadesh Neupane,UHC,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1762,DELTA DENTAL AZ,P4400,CLAIMS,N,N,0,0,26.02.2015 02:09:49,Shiva Bhusal,DEAZ,Y,,N,,FINALIZED,N,US7ASCII,,N,,USER_SET_FLMS,,
1761,UNITED HEALTH CARE (UHC),P0970,CONTROL TOTAL,N,N,0,,01.12.2015 00:00:01,Aadesh Neupane,UHC,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1763,IEBC,P2835,ELIGIBILITIES,N,N,0,0,26.02.2015 02:44:40,Amit Adhikhari,IEBC,Y,02.03.2015 00:57:31,N,,FINALIZED,Y,US7ASCII,,,,,,
1764,TBA,P4210,RXCLAIMS,N,N,1,0,26.02.2015 02:48:53,Anup Sharma,TBA,Y,26.02.2015 03:27:42,N,,WORKING,Y,US7ASCII,,,,,,
1765,ANTHEM VA,P0100,ELIGIBILITIES,N,N,0,0,26.02.2015 02:51:53,Prakrista Sharma,ATVA,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
1789,BCBS HI HMSA,P4395,RXCLAIMS,N,N,0,0,04.03.2015 00:37:40,Bina Prajapati,HIHM,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
1801,UNKNOWN,P0000,OTHER,N,N,0,0,06.03.2015 05:17:55,Anand Godar,UNKN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1802,IBC,P0720,CONTROL TOTAL,N,N,1,,01.12.2015 00:00:01,Ayam Pokhrel,IBC,N,,N,,FINALIZED,N,US7ASCII,,,,,,
1803,CIGNA HEALTHCARE,P0520,RXCLAIMS,N,N,0,0,09.03.2015 03:36:34,null,CGNA,Y,16.04.2015 01:59:28,N,,FINALIZED,Y,US7ASCII,,,,,,
1807,MASS HEALTH/PCPR,P4451,CLAIMS,N,N,1,0,10.03.2015 06:31:52,Nawa Awasthi,MHLT,Y,10.03.2015 06:35:45,N,,FINALIZED,Y,US7ASCII,,Y,,,,
1812,EXPRESS SCRIPT (ESI),P1070,RXCLAIMS,Y,N,2,0,11.03.2015 08:16:10,Prabesh Shrestha,ESI,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1810,PINNACLE,P2180,OTHER,N,N,0,0,11.03.2015 03:34:56,Narayan DC,PNCL,Y,12.03.2015 07:17:16,N,,FINALIZED,N,US7ASCII,,,,,,
1820,EXCELLUS BCBS,P0240,CLAIMS,N,N,1,0,12.03.2015 04:04:03,Pritam Shrestha,EXBC,Y,,N,,FINALIZED,N,US7ASCII,,N,,,,
1818,SCRIPTCARE,P2685,RXCLAIMS,N,N,1,0,12.03.2015 01:57:38,Prabesh Shrestha,SCRT,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1822,AMERISCRIPT,P4461,RXCLAIMS,N,Y,1,0,12.03.2015 05:03:23,Prabesh Shrestha,AMSC,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1838,CAREMARK,P1050,RXCLAIMS,Y,N,0,0,13.03.2015 06:31:35,Nawa Awasthi,CMRK,Y,,N,,FINALIZED,Y,US7ASCII,,,,,,
1825,MEDBEN,P0805,CLAIMS,Y,N,0,0,12.03.2015 09:03:00,Anup Basnet,MBEN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1826,BCBS AR,P0190,ELIGIBILITIES,N,N,0,0,12.03.2015 09:48:14,Aashish Adhikari,BCAR,Y,17.03.2015 06:51:17,N,,WORKING,N,US7ASCII,,,,,,
1839,UNITED HEALTH CARE (UHC),P0970,ELIGIBILITIES,N,N,0,0,13.03.2015 08:11:41,Aashish Adhikari,UHC,Y,16.03.2015 09:10:04,N,,FINALIZED,N,US7ASCII,,,,,,
1828,WELLS FARGO,P1030,CONTROL TOTAL,N,Y,1,,01.12.2015 00:00:01,Prabesh Shrestha,WFRG,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1829,MERITAIN,P0845,ELIGIBILITIES,N,N,1,0,13.03.2015 01:56:36,Narayan DC,MRTN,N,,N,,WORKING,N,US7ASCII,,,,,,
1830,CATAMARAN,P2715,RXCLAIMS,N,N,0,0,13.03.2015 01:59:59,Ujen Bajracharya,CATM,Y,24.02.2016 07:31:20,N,,FINALIZED,Y,US7ASCII,,,,,,
1834,BCBS SC,P0430,ELIGIBILITIES,N,N,0,0,13.03.2015 04:38:39,Narayan DC,BCSC,Y,,N,,WORKING,N,US7ASCII,,,,,,
1836,MEDBEN,P0805,ELIGIBILITIES,N,N,0,0,13.03.2015 05:38:21,Anup Basnet,MBEN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1837,CAREMARK,P1050,RXCLAIMS,Y,N,0,0,13.03.2015 05:40:39,Prabesh Shrestha,CMRK,Y,,Y,,FINALIZED,N,US7ASCII,,,,,,
1854,GEISINGER,P3095,RXCLAIMS,N,N,1,0,16.03.2015 10:24:26,Adesh Shrestha,GSNR,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1850,UNITED MEDICAL RESOURCES (UMR),P0980,CROSSWALK,N,N,0,0,16.03.2015 06:11:36,Romi Bajracharya,UMR,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1855,NMHC,P2600,RXCLAIMS,Y,N,0,0,16.03.2015 10:47:13,Adesh Shrestha,NMHC,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1851,MEDBEN,P0805,RXCLAIMS,Y,N,0,0,16.03.2015 07:38:04,Anup Basnet,MBEN,Y,17.03.2015 06:02:47,N,,FINALIZED,N,US7ASCII,,,,,,
1856,PHOENIX,P4055,RXCLAIMS,N,N,0,0,16.03.2015 10:52:55,Adesh Shrestha,PHNX,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1857,TRICAST,P2695,RXCLAIMS,N,Y,0,0,16.03.2015 11:24:45,Adesh Shrestha,TRIC,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1858,VENTEGRA,P4005,RXCLAIMS,Y,N,0,0,16.03.2015 11:31:31,Adesh Shrestha,VENT,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1596,IA,P2150,ELIGIBILITIES,N,N,0,0,29.01.2015 04:07:46,Adesh Shrestha,IA,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1650,MVP,P2540,RXCLAIMS,N,N,1,0,03.02.2015 23:34:25,Ayam Pokhrel,MVP,Y,04.02.2015 03:32:37,N,,FINALIZED,N,US7ASCII,,,,,,
1792,CAREFIRST BLUE CROSS,P0510,CLAIMS,N,N,1,0,04.03.2015 02:15:44,Shiva Bhusal,CFBC,Y,04.03.2015 02:35:23,N,,FINALIZED,N,US7ASCII,,Y,,USER_SET_FLMS,,
1652,BCBS HI HMSA,P4395,CLAIMS,N,N,0,0,03.02.2015 23:44:54,Bina Prajapati,HIHM,Y,,N,,FINALIZED,N,US7ASCII,,Y,,USER_SET_FLMS,,
1782,PAYFLEX,P4390,ELIGIBILITIES,N,Y,1,0,03.03.2015 03:39:49,Shiva Bhusal,PAYF,Y,03.03.2015 04:17:35,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
1654,MVP,P2540,CLAIMS,N,N,1,0,04.02.2015 00:09:16,Bipika Amatya,MVP,Y,,N,,FINALIZED,N,US7ASCII,,N,,,,
1769,BASYS,P2945,CLAIMS,N,N,0,0,26.02.2015 06:44:25,Puspa Bista,BASY,Y,,N,,FINALIZED,N,US7ASCII,,N,,,,
1770,TBA,P4210,CLAIMS,N,Y,1,0,26.02.2015 07:12:57,Anup Basnet,TBA,Y,,N,,WORKING,N,US7ASCII,,,,,,
1771,BASYS,P2945,ELIGIBILITIES,N,Y,1,0,26.02.2015 07:22:21,Puspa Bista,BASY,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1775,HEALTH PLAN,P2615,CROSSWALK,N,Y,1,0,01.03.2015 23:51:39,Dinesh Khadka,HEPL,Y,16.07.2015 05:45:30,N,,FINALIZED,N,US7ASCII,,,,,,
1781,HEALTHYROADS,P2980,HRA,N,Y,1,0,02.03.2015 06:56:39,Randhir Singh,HLRD,Y,28.07.2015 05:52:31,N,,FINALIZED,N,US7ASCII,,,,,,
1842,WELLS FARGO,P1030,CROSSWALK,N,Y,1,0,16.03.2015 00:31:45,Prabesh Shrestha,WFRG,Y,17.03.2015 03:42:59,N,,FINALIZED,N,US7ASCII,,,,,,
1841,WELLS FARGO,P1030,CROSSWALK,N,Y,1,0,15.03.2015 23:54:00,Prabesh Shrestha,WFRG,Y,17.03.2015 03:42:38,N,,FINALIZED,N,US7ASCII,,,,,,
1859,MEDCO,P1060,RXCLAIMS,N,N,0,0,16.03.2015 12:30:16,Adesh Shrestha,MDCO,N,,N,,FINALIZED,N,US7ASCII,,,,,,
1860,LDI,P2590,RXCLAIMS,N,N,0,0,16.03.2015 12:51:27,Adesh Shrestha,LDI,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1861,FMH,P0630,ELIGIBILITIES,N,N,0,0,16.03.2015 13:05:34,Adesh Shrestha,FMH,Y,,N,,WORKING,N,US7ASCII,,,,,,
1862,FMH,P0630,CLAIMS,N,N,0,0,16.03.2015 13:17:33,Adesh Shrestha,FMH,N,,N,,FINALIZED,N,US7ASCII,,,,,,
1863,CORESOURCE_AS400,P2555,CLAIMS,N,N,0,0,16.03.2015 19:09:15,Adesh Shrestha,CAS4,Y,,N,,FINALIZED,N,US7ASCII,,N,,,,
1864,CORESOURCE,P0540,DATA DICTIONARY,N,N,0,0,16.03.2015 19:21:34,Adesh Shrestha,CORS,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1865,CORESOURCE,P0540,CROSSWALK,N,Y,1,0,16.03.2015 19:32:38,Adesh Shrestha,CORS,Y,31.12.2015 05:14:54,N,,WORKING,N,US7ASCII,,,,,,
1866,CORESOURCE,P0540,DATA DICTIONARY,N,N,0,0,16.03.2015 19:37:39,Adesh Shrestha,CORS,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1867,CORESOURCE,P0540,HRA,N,N,1,0,16.03.2015 19:51:26,Adesh Shrestha,CORS,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1868,CORESOURCE,P0540,HRA,N,Y,1,0,16.03.2015 19:55:13,Adesh Shrestha,CORS,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1869,CORESOURCE,P0540,CROSSWALK,N,N,0,0,16.03.2015 20:01:06,Adesh Shrestha,CORS,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1870,CATALYST,P1080,RXCLAIMS,Y,N,0,0,16.03.2015 20:20:41,Adesh Shrestha,CTLT,Y,06.07.2015 01:38:57,N,,FINALIZED,N,US7ASCII,,,,,,
1874,CENTERS FOR MEDICARE & MEDICAID SERVICES (CMS),P2215,CROSSWALK,N,Y,8,11,17.03.2015 05:29:57,Kripesh Shiwakoti,CMS,Y,,Y,,FINALIZED,N,US7ASCII,,,,,,
1872,CENTERS FOR MEDICARE & MEDICAID SERVICES (CMS),P2215,CROSSWALK,N,Y,8,11,17.03.2015 05:23:10,Kripesh Shiwakoti,CMS,Y,17.03.2015 06:07:07,Y,,FINALIZED,N,US7ASCII,,,,,,
1875,CENTERS FOR MEDICARE & MEDICAID SERVICES (CMS),P2215,CROSSWALK,N,Y,8,13,17.03.2015 05:32:42,Kripesh Shiwakoti,CMS,Y,,Y,,FINALIZED,N,US7ASCII,,,,,,
1879,UNITED MEDICAL RESOURCES (UMR),P0980,CROSSWALK,N,N,0,0,17.03.2015 07:38:16,Romi Bajracharya,UMR,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1880,ANTHEM VA,P0100,RXCLAIMS,N,N,0,0,17.03.2015 08:15:19,Pritam Shrestha,ANTM,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1881,UNITED HEALTH CARE (UHC),P0970,ELIGIBILITIES,N,N,0,0,17.03.2015 09:38:50,Aashish Adhikari,UHC,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1882,CATAMARAN,P2715,RXCLAIMS,N,N,0,0,18.03.2015 02:02:32,Adesh Shrestha,CATM,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1886,VERISK,P2940,ELIGIBILITIES,N,N,0,0,18.03.2015 03:41:48,Adesh Shrestha,VRSK,Y,,N,,WORKING,N,US7ASCII,,,,,,
1891,UNITED MEDICAL RESOURCES (UMR),P0980,CLAIMS,N,N,0,0,18.03.2015 04:44:34,Adesh Shrestha,UMR,Y,,N,,FINALIZED,N,US7ASCII,,N,,,,
1892,UNITED MEDICAL RESOURCES (UMR),P0980,ELIGIBILITIES,N,N,0,0,18.03.2015 04:58:21,Adesh Shrestha,UMR,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1893,UNITED HEALTH CARE (UHC),P0970,CLAIMS,N,N,0,0,18.03.2015 05:23:48,Adesh Shrestha,UHC,Y,,N,,FINALIZED,N,US7ASCII,,Y,,,,
1898,OPTIMA HEALTH ,P2885,CLAIMS,N,N,0,0,18.03.2015 06:14:52,Adesh Shrestha,OPTH,Y,,N,,FINALIZED,N,US7ASCII,,N,,,,
1899,HORIZON BLUE CROSS BLUE SHIELD OF NEW JERSEY,P4462,CLAIMS,N,N,1,0,18.03.2015 06:24:43,Rohit Pokhrel,HBNJ,Y,,N,,FINALIZED,N,US7ASCII,,N,,,,
1900,OPTIMA HEALTH ,P2885,ELIGIBILITIES,N,N,0,0,18.03.2015 06:36:11,Adesh Shrestha,OPTH,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1901,OPTIMA HEALTH ,P2885,RXCLAIMS,N,N,0,0,18.03.2015 06:52:54,Adesh Shrestha,OPTH,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1902,HORIZON BLUE CROSS BLUE SHIELD OF NEW JERSEY,P4462,RXCLAIMS,N,N,1,0,18.03.2015 07:10:09,Rohit Pokhrel,HBNJ,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1904,MEDIMPACT,P0807,RXCLAIMS,N,N,0,0,18.03.2015 07:35:32,Adesh Shrestha,MPCT,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
1905,MEDCO,P1060,RXCLAIMS,N,N,1,0,18.03.2015 07:44:02,Adesh Shrestha,MDCO,Y,,N,,WORKING,N,US7ASCII,,,,,,
